company_id,type,rule_id,text,confidence_pct
ABB,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
ABB,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
ABB,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
ABB,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
ABB,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
ABB,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
ABB,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
ABB,con,CON-FALLBACK,"Subject to macro-economic cycles, regulatory changes, and raw material price volatility",65
ADANIENSOL,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
ADANIENSOL,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
ADANIENSOL,con,CON-01,Debt-to-equity ratio of 2.93x is elevated for a non-financial company and warrants monitoring,85
ADANIENSOL,con,CON-10,"Return on capital employed of 9.1% is below 10%, suggesting insufficient return on invested capital",80
ADANIENSOL,con,CON-11,Net debt exceeding 6.4 times EBITDA limits financial flexibility,80
ADANIENT,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
ADANIENT,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
ADANIENT,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
ADANIENT,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
ADANIENT,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
ADANIENT,con,CON-05,Revenue contraction over consecutive years indicates demand weakness or market share loss,80
ADANIENT,con,CON-10,"Return on capital employed of 9.1% is below 10%, suggesting insufficient return on invested capital",80
ADANIENT,con,CON-11,Net debt exceeding 5.0 times EBITDA limits financial flexibility,80
ADANIGREEN,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
ADANIGREEN,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
ADANIGREEN,con,CON-01,Debt-to-equity ratio of 6.60x is elevated for a non-financial company and warrants monitoring,85
ADANIGREEN,con,CON-10,"Return on capital employed of 8.9% is below 10%, suggesting insufficient return on invested capital",80
ADANIGREEN,con,CON-11,Net debt exceeding 8.7 times EBITDA limits financial flexibility,80
ADANIPORTS,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
ADANIPORTS,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
ADANIPORTS,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
ADANIPORTS,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
ADANIPORTS,con,CON-FALLBACK,"Subject to macro-economic cycles, regulatory changes, and raw material price volatility",65
ADANIPOWER,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
ADANIPOWER,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
ADANIPOWER,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
ADANIPOWER,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
ADANIPOWER,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
ADANIPOWER,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
ADANIPOWER,con,CON-FALLBACK,"Subject to macro-economic cycles, regulatory changes, and raw material price volatility",65
AMBUJACEM,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
AMBUJACEM,con,CON-FALLBACK,"Subject to macro-economic cycles, regulatory changes, and raw material price volatility",65
APOLLOHOSP,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
APOLLOHOSP,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
APOLLOHOSP,pro,PRO-08,Consistent dividend yield of 3.22% is backed by positive free cash flow,75
APOLLOHOSP,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
APOLLOHOSP,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
APOLLOHOSP,con,CON-FALLBACK,"Subject to macro-economic cycles, regulatory changes, and raw material price volatility",65
ASIANPAINT,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
ASIANPAINT,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
ASIANPAINT,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
ASIANPAINT,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
ASIANPAINT,pro,PRO-08,Consistent dividend yield of 2.42% is backed by positive free cash flow,75
ASIANPAINT,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
ASIANPAINT,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
ASIANPAINT,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
ASIANPAINT,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
ATGL,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
ATGL,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
ATGL,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
ATGL,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
ATGL,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
ATGL,con,CON-FALLBACK,"Subject to macro-economic cycles, regulatory changes, and raw material price volatility",65
AXISBANK,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
AXISBANK,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
AXISBANK,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
AXISBANK,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
AXISBANK,con,CON-10,"Return on capital employed of 3.8% is below 10%, suggesting insufficient return on invested capital",80
AXISBANK,con,CON-11,Net debt exceeding 25.4 times EBITDA limits financial flexibility,80
BAJAJ-AUTO,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
BAJAJ-AUTO,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
BAJAJ-AUTO,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
BAJAJ-AUTO,pro,PRO-08,Consistent dividend yield of 3.59% is backed by positive free cash flow,75
BAJAJ-AUTO,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
BAJAJ-AUTO,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
BAJAJFINSV,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
BAJAJFINSV,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
BAJAJFINSV,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
BAJAJFINSV,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
BAJAJFINSV,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
BAJAJFINSV,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
BAJAJFINSV,con,CON-02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90
BAJAJFINSV,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
BAJAJHLDNG,pro,PRO-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
BAJAJHLDNG,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
BAJAJHLDNG,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
BAJAJHLDNG,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
BAJAJHLDNG,pro,PRO-08,Consistent dividend yield of 3.37% is backed by positive free cash flow,75
BAJAJHLDNG,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
BAJAJHLDNG,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
BAJAJHLDNG,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
BAJAJHLDNG,con,CON-FALLBACK,"Subject to macro-economic cycles, regulatory changes, and raw material price volatility",65
BAJFINANCE,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
BAJFINANCE,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
BAJFINANCE,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
BAJFINANCE,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
BAJFINANCE,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
BAJFINANCE,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
BAJFINANCE,con,CON-02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90
BAJFINANCE,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
BAJFINANCE,con,CON-10,"Return on capital employed of 5.2% is below 10%, suggesting insufficient return on invested capital",80
BAJFINANCE,con,CON-11,Net debt exceeding 16.3 times EBITDA limits financial flexibility,80
BANKBARODA,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
BANKBARODA,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
BANKBARODA,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
BANKBARODA,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
BANKBARODA,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
BANKBARODA,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
BANKBARODA,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
BANKBARODA,con,CON-10,"Return on capital employed of 3.1% is below 10%, suggesting insufficient return on invested capital",80
BANKBARODA,con,CON-11,Net debt exceeding 23.6 times EBITDA limits financial flexibility,80
BEL,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
BEL,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
BEL,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
BEL,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
BEL,con,CON-FALLBACK,"Subject to macro-economic cycles, regulatory changes, and raw material price volatility",65
BHARTIARTL,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
BHARTIARTL,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
BHARTIARTL,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
BHARTIARTL,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
BHARTIARTL,con,CON-01,Debt-to-equity ratio of 2.61x is elevated for a non-financial company and warrants monitoring,85
BHEL,pro,PRO-FALLBACK,Stable operating history and continuous listing on the Nifty 100 index,65
BHEL,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
BHEL,con,CON-10,"Return on capital employed of 3.2% is below 10%, suggesting insufficient return on invested capital",80
BHEL,con,CON-11,Net debt exceeding 12.1 times EBITDA limits financial flexibility,80
BHEL,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75
BOSCHLTD,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
BOSCHLTD,pro,PRO-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
BOSCHLTD,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
BOSCHLTD,pro,PRO-08,Consistent dividend yield of 4.23% is backed by positive free cash flow,75
BOSCHLTD,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
BOSCHLTD,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
BOSCHLTD,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
BOSCHLTD,con,CON-FALLBACK,"Subject to macro-economic cycles, regulatory changes, and raw material price volatility",65
BPCL,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
BPCL,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
BPCL,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
BPCL,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
BPCL,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
BPCL,con,CON-05,Revenue contraction over consecutive years indicates demand weakness or market share loss,80
BRITANNIA,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
BRITANNIA,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
BRITANNIA,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
BRITANNIA,con,CON-FALLBACK,"Subject to macro-economic cycles, regulatory changes, and raw material price volatility",65
CANBK,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
CANBK,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
CANBK,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
CANBK,pro,PRO-08,Consistent dividend yield of 3.81% is backed by positive free cash flow,75
CANBK,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
CANBK,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
CANBK,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
CANBK,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
CANBK,con,CON-10,"Return on capital employed of 3.3% is below 10%, suggesting insufficient return on invested capital",80
CANBK,con,CON-11,Net debt exceeding 21.0 times EBITDA limits financial flexibility,80
CHOLAFIN,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
CHOLAFIN,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
CHOLAFIN,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
CHOLAFIN,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
CHOLAFIN,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
CHOLAFIN,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
CHOLAFIN,con,CON-02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90
CHOLAFIN,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
CHOLAFIN,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
CHOLAFIN,con,CON-10,"Return on capital employed of 3.2% is below 10%, suggesting insufficient return on invested capital",80
CHOLAFIN,con,CON-11,Net debt exceeding 24.2 times EBITDA limits financial flexibility,80
CIPLA,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
CIPLA,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
CIPLA,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
CIPLA,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
CIPLA,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
CIPLA,con,CON-FALLBACK,"Subject to macro-economic cycles, regulatory changes, and raw material price volatility",65
COALINDIA,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
COALINDIA,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COALINDIA,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
COALINDIA,pro,PRO-08,Consistent dividend yield of 4.38% is backed by positive free cash flow,75
COALINDIA,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
COALINDIA,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
COALINDIA,con,CON-FALLBACK,"Subject to macro-economic cycles, regulatory changes, and raw material price volatility",65
DABUR,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
DABUR,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
DABUR,pro,PRO-08,Consistent dividend yield of 3.42% is backed by positive free cash flow,75
DABUR,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
DIVISLAB,pro,PRO-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
DIVISLAB,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
DIVISLAB,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
DIVISLAB,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
DIVISLAB,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
DIVISLAB,con,CON-09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80
DLF,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
DLF,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
DLF,pro,PRO-08,Consistent dividend yield of 2.58% is backed by positive free cash flow,75
DLF,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
DLF,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
DLF,con,CON-10,"Return on capital employed of 5.7% is below 10%, suggesting insufficient return on invested capital",80
DLF,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75
DMART,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
DMART,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
DMART,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
DMART,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
DMART,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
DMART,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
DMART,con,CON-FALLBACK,"Subject to macro-economic cycles, regulatory changes, and raw material price volatility",65
DRREDDY,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
DRREDDY,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
DRREDDY,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
DRREDDY,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
DRREDDY,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
DRREDDY,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
DRREDDY,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
DRREDDY,con,CON-FALLBACK,"Subject to macro-economic cycles, regulatory changes, and raw material price volatility",65
EICHERMOT,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
EICHERMOT,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
EICHERMOT,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
EICHERMOT,pro,PRO-08,Consistent dividend yield of 4.41% is backed by positive free cash flow,75
EICHERMOT,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
EICHERMOT,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
EICHERMOT,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
GAIL,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
GAIL,con,CON-05,Revenue contraction over consecutive years indicates demand weakness or market share loss,80
GAIL,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
GODREJCP,pro,PRO-FALLBACK,Stable operating history and continuous listing on the Nifty 100 index,65
GODREJCP,con,CON-04,Company reported a net loss in the most recent financial year,90
GODREJCP,con,CON-10,"Return on capital employed of 3.2% is below 10%, suggesting insufficient return on invested capital",80
GRASIM,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
GRASIM,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
GRASIM,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
GRASIM,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
GRASIM,con,CON-09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80
HAL,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
HAL,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
HAL,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
HAL,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
HAL,pro,PRO-08,Consistent dividend yield of 2.77% is backed by positive free cash flow,75
HAL,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
HAL,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
HAL,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
HAVELLS,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
HAVELLS,pro,PRO-08,Consistent dividend yield of 2.60% is backed by positive free cash flow,75
HAVELLS,con,CON-FALLBACK,"Subject to macro-economic cycles, regulatory changes, and raw material price volatility",65
HCLTECH,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
HCLTECH,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
HCLTECH,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
HCLTECH,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
HCLTECH,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
HDFCBANK,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
HDFCBANK,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
HDFCBANK,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
HDFCBANK,pro,PRO-08,Consistent dividend yield of 4.33% is backed by positive free cash flow,75
HDFCBANK,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
HDFCBANK,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
HDFCBANK,con,CON-06,Interest coverage ratio of 1.40x below 1.5x indicates the company is at risk of not meeting its debt obligations,85
HDFCBANK,con,CON-10,"Return on capital employed of 5.6% is below 10%, suggesting insufficient return on invested capital",80
HDFCBANK,con,CON-11,Net debt exceeding 12.1 times EBITDA limits financial flexibility,80
HDFCLIFE,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
HDFCLIFE,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
HDFCLIFE,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
HDFCLIFE,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
HDFCLIFE,con,CON-10,"Return on capital employed of 9.6% is below 10%, suggesting insufficient return on invested capital",80
HEROMOTOCO,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
HEROMOTOCO,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
HEROMOTOCO,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75
HINDALCO,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
HINDALCO,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
HINDALCO,con,CON-05,Revenue contraction over consecutive years indicates demand weakness or market share loss,80
HINDALCO,con,CON-10,"Return on capital employed of 9.6% is below 10%, suggesting insufficient return on invested capital",80
HINDUNILVR,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
HINDUNILVR,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
HINDUNILVR,pro,PRO-08,Consistent dividend yield of 4.32% is backed by positive free cash flow,75
HINDUNILVR,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
HINDUNILVR,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
ICICIBANK,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
ICICIBANK,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
ICICIBANK,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
ICICIBANK,pro,PRO-08,Consistent dividend yield of 3.43% is backed by positive free cash flow,75
ICICIBANK,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
ICICIBANK,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
